SchoolYear,County_Name,District_BEDS_Code,District_Name,School_BEDS_Code,Location_Name,Public_Immigrant_Student_Cnt
06/30/2021,BRONX,320900010000,NYC GEOG DIST # 9 - BRONX,320900010073,PS 73 BRONX,54
06/30/2021,BRONX,320900010000,NYC GEOG DIST # 9 - BRONX,320900010088,PS 88 S SILVERSTEIN LITTLE SPARROW,16
06/30/2021,BRONX,320900010000,NYC GEOG DIST # 9 - BRONX,320900010109,PS 109 SEDGWICK,47
06/30/2021,BRONX,320900010000,NYC GEOG DIST # 9 - BRONX,320900010110,PS 110 THEODORE SCHOENFELD,48
06/30/2021,BRONX,320900010000,NYC GEOG DIST # 9 - BRONX,320900010114,PS 114 LUIS LLORENS TORRES SCHOOL,100
06/30/2021,BRONX,320900010000,NYC GEOG DIST # 9 - BRONX,320900010117,IS 117 JOSEPH H WADE,62
06/30/2021,BRONX,320900010000,NYC GEOG DIST # 9 - BRONX,320900010126,PS 126 DR MARJORIE H DUNBAR,74
06/30/2021,BRONX,320900010000,NYC GEOG DIST # 9 - BRONX,320900010128,MOTT HALL III,9
06/30/2021,BRONX,320900010000,NYC GEOG DIST # 9 - BRONX,320900010132,PS 132 GARRETT A MORGAN,28
06/30/2021,BRONX,320900010000,NYC GEOG DIST # 9 - BRONX,320900010163,PS 163 ARTHUR A SCHOMBERG,37
06/30/2021,BRONX,320900010000,NYC GEOG DIST # 9 - BRONX,320900010170,PS 170,26
06/30/2021,BRONX,320900010000,NYC GEOG DIST # 9 - BRONX,320900010199,PS 199 SHAKESPEARE SCHOOL (THE),91
06/30/2021,BRONX,320900010000,NYC GEOG DIST # 9 - BRONX,320900010204,PS 204 MORRIS HEIGHTS,53
06/30/2021,BRONX,320900010000,NYC GEOG DIST # 9 - BRONX,320900010215,KAPPA,13
06/30/2021,BRONX,320900010000,NYC GEOG DIST # 9 - BRONX,320900010218,PS/IS 218 R H DUAL LANG MAGNET,36
06/30/2021,BRONX,320900010000,NYC GEOG DIST # 9 - BRONX,320900010219,IS 219 NEW VENTURE SCHOOL,38
06/30/2021,BRONX,320900010000,NYC GEOG DIST # 9 - BRONX,320900010229,IS 229 ROLAND PATTERSON,21
06/30/2021,BRONX,320900010000,NYC GEOG DIST # 9 - BRONX,320900010232,IS 232,65
06/30/2021,BRONX,320900010000,NYC GEOG DIST # 9 - BRONX,320900010236,PS 236 LANGSTON HUGHES,13
06/30/2021,BRONX,320900010000,NYC GEOG DIST # 9 - BRONX,320900010274,NEW AMERICAN ACAD-R CLEMENTE STATE,35
06/30/2021,BRONX,320900010000,NYC GEOG DIST # 9 - BRONX,320900010294,WALTON AVENUE SCHOOL (THE),55
06/30/2021,BRONX,320900010000,NYC GEOG DIST # 9 - BRONX,320900010303,IS 303 LEADERSHIP & COMM SERVICE,13
06/30/2021,BRONX,320900010000,NYC GEOG DIST # 9 - BRONX,320900010311,LUCERO ELEMENTARY SCHOOL,59
06/30/2021,BRONX,320900010000,NYC GEOG DIST # 9 - BRONX,320900010313,IS 313 SCHOOL OF LEADERSHIP DEV,48
06/30/2021,BRONX,320900010000,NYC GEOG DIST # 9 - BRONX,320900010323,BRONX WRITING ACADEMY,44
06/30/2021,BRONX,320900010000,NYC GEOG DIST # 9 - BRONX,320900010327,COMP MODEL SCH PROJECT MS 327,21
06/30/2021,BRONX,320900010000,NYC GEOG DIST # 9 - BRONX,320900010328,NEW MILLENNIUM BRONX ACAD ARTS,26
06/30/2021,BRONX,320900010000,NYC GEOG DIST # 9 - BRONX,320900010339,IS 339,56
06/30/2021,BRONX,320900010000,NYC GEOG DIST # 9 - BRONX,320900010361,HIGHBRIDGE GREEN SCHOOL (THE),17
06/30/2021,BRONX,320900010000,NYC GEOG DIST # 9 - BRONX,320900010443,FAMILY SCHOOL (THE),68
06/30/2021,BRONX,320900010000,NYC GEOG DIST # 9 - BRONX,320900010449,GRANT AVENUE ELEMENTARY SCHOOL,36
06/30/2021,BRONX,320900010000,NYC GEOG DIST # 9 - BRONX,320900010454,SCIENCE AND TECHNOLOGY ACADEMY,36
06/30/2021,BRONX,320900010000,NYC GEOG DIST # 9 - BRONX,320900010457,SHERIDAN ACADEMY FOR YOUNG LEADERS,73
06/30/2021,BRONX,320900010000,NYC GEOG DIST # 9 - BRONX,320900010555,MOUNT EDEN CHILDREN'S ACADEMY,19
06/30/2021,BRONX,320900010000,NYC GEOG DIST # 9 - BRONX,320900010568,YOUNG WOMEN'S LDSHP SCHOOL-BRONX,8
06/30/2021,BRONX,320900010000,NYC GEOG DIST # 9 - BRONX,320900010593,SOUTH BRONX INTERNATIONAL MS,110
06/30/2021,BRONX,320900010000,NYC GEOG DIST # 9 - BRONX,320900010594,MS 594,42
06/30/2021,BRONX,320900010000,NYC GEOG DIST # 9 - BRONX,320900010777,HB - NYC GEO DIST # 9 - BRONX,s
06/30/2021,BRONX,320900010000,NYC GEOG DIST # 9 - BRONX,320900011227,BRONX COLLEGIATE ACADEMY,15
06/30/2021,BRONX,320900010000,NYC GEOG DIST # 9 - BRONX,320900011231,EAGLE ACADEMY FOR YOUNG MEN,11
06/30/2021,BRONX,320900010000,NYC GEOG DIST # 9 - BRONX,320900011241,URBAN ASSMBLY SCHOOL-APPL MATH,9
06/30/2021,BRONX,320900010000,NYC GEOG DIST # 9 - BRONX,320900011250,EXIMIUS COLLEGE PREP ACADEMY,13
06/30/2021,BRONX,320900010000,NYC GEOG DIST # 9 - BRONX,320900011252,MOTT HALL BRONX HIGH SCHOOL,8
06/30/2021,BRONX,320900010000,NYC GEOG DIST # 9 - BRONX,320900011260,BRONX CENTER FOR SCI & MATH,13
06/30/2021,BRONX,320900010000,NYC GEOG DIST # 9 - BRONX,320900011263,VALIDUS PREP ACADEMY,23
06/30/2021,BRONX,320900010000,NYC GEOG DIST # 9 - BRONX,320900011297,MORRIS ACADEMY FOR COLLA STUDIES,5
06/30/2021,BRONX,320900010000,NYC GEOG DIST # 9 - BRONX,320900011324,BRONX EARLY COL ACAD-TEACH/LEARN,10
06/30/2021,BRONX,320900010000,NYC GEOG DIST # 9 - BRONX,320900011329,DREAMYARD PREPARATORY SCHOOL,32
06/30/2021,BRONX,320900010000,NYC GEOG DIST # 9 - BRONX,320900011350,NEW DIRECTIONS SECONDARY SCHOOL,57
06/30/2021,BRONX,320900010000,NYC GEOG DIST # 9 - BRONX,320900011365,ACADEMY FOR LANGUAGE AND TECHNOLOGY,213
06/30/2021,BRONX,320900010000,NYC GEOG DIST # 9 - BRONX,320900011403,BRONX INTERNATIONAL HIGH SCHOOL,248
06/30/2021,BRONX,320900010000,NYC GEOG DIST # 9 - BRONX,320900011404,SCHOOL FOR EXCELLENCE,20
06/30/2021,BRONX,320900010000,NYC GEOG DIST # 9 - BRONX,320900011412,BRONX HIGH SCHOOL OF BUSINESS,87
06/30/2021,BRONX,320900010000,NYC GEOG DIST # 9 - BRONX,320900011413,BRONX HS FOR MEDICAL SCIENCE,27
06/30/2021,BRONX,320900010000,NYC GEOG DIST # 9 - BRONX,320900011505,"BRONX SCHOOL FOR LAW, GOV, JUSTICE",14
06/30/2021,BRONX,320900010000,NYC GEOG DIST # 9 - BRONX,320900011517,FREDERICK DOUGLASS ACAD III,20
06/30/2021,BRONX,320900010000,NYC GEOG DIST # 9 - BRONX,320900011525,BRONX LEADERSHIP ACAD HIGH SCHOOL,24
06/30/2021,BRONX,320900010000,NYC GEOG DIST # 9 - BRONX,320900011543,HIGH SCHOOL FOR VIOLIN AND DANCE,24
06/30/2021,BRONX,320900010000,NYC GEOG DIST # 9 - BRONX,320900011564,CLAREMONT INTERNATIONAL HS,257
06/30/2021,BRONX,320900860807,BRONX PREP CHARTER SCHOOL,320900860807,BRONX PREP CHARTER SCHOOL,32
06/30/2021,BRONX,320900860823,HARRIET TUBMAN CHARTER SCHOOL,320900860823,HARRIET TUBMAN CHARTER SCHOOL,25
06/30/2021,BRONX,320900860835,ICAHN CHARTER SCHOOL 1,320900860835,ICAHN CHARTER SCHOOL 1,7
06/30/2021,BRONX,320900860839,FAMILY LIFE ACADEMY CHARTER,320900860839,FAMILY LIFE ACADEMY CHARTER,25
06/30/2021,BRONX,320900860913,BRONX ACADEMY OF PROMISE CHARTER SCH,320900860913,BRONX ACADEMY OF PROMISE CHARTER SCH,14
06/30/2021,BRONX,320900860962,METROPOLITAN LIGHTHOUSE CHARTER SCH,320900860962,METROPOLITAN LIGHTHOUSE CHARTER SCH,19
06/30/2021,BRONX,320900860980,SUCCESS ACADEMY CHARTER-BRONX 2,320900860980,SUCCESS ACADEMY CHARTER-BRONX 2,37
06/30/2021,BRONX,320900861004,MOTT HALL CHARTER SCHOOL,320900861004,MOTT HALL CHARTER SCHOOL,16
06/30/2021,BRONX,320900861029,ICAHN CHARTER SCHOOL 6,320900861029,ICAHN CHARTER SCHOOL 6,11
06/30/2021,BRONX,320900861073,ROSALYN YALOW CHARTER SCHOOL,320900861073,ROSALYN YALOW CHARTER SCHOOL,34
06/30/2021,BRONX,320900861084,SOUTH BRONX CLASSICAL CHARTER III,320900861084,SOUTH BRONX CLASSICAL CHARTER III,15
06/30/2021,BRONX,320900861122,SOUTH BRONX CLASSICAL CHARTER SCH IV,320900861122,SOUTH BRONX CLASSICAL CHARTER SCH IV,5
06/30/2021,BRONX,321000010000,NYC GEOG DIST #10 - BRONX,321000010003,PS 3 RAUL JULIA MICRO SOCIETY,11
06/30/2021,BRONX,321000010000,NYC GEOG DIST #10 - BRONX,321000010007,MILTON FEIN SCHOOL,41
06/30/2021,BRONX,321000010000,NYC GEOG DIST #10 - BRONX,321000010008,PS 8 ISAAC VARIAN,103
06/30/2021,BRONX,321000010000,NYC GEOG DIST #10 - BRONX,321000010009,PS 9 RYER AVENUE ELEMENTARY SCHOOL,92
06/30/2021,BRONX,321000010000,NYC GEOG DIST #10 - BRONX,321000010015,PS 15 INST FOR ENVIRON LRNG,15
06/30/2021,BRONX,321000010000,NYC GEOG DIST #10 - BRONX,321000010020,PS/MS 20 PO GEORGE J WERDAN III,94
06/30/2021,BRONX,321000010000,NYC GEOG DIST #10 - BRONX,321000010023,PS 23 NEW CHILDREN'S SCHOOL (THE),32
06/30/2021,BRONX,321000010000,NYC GEOG DIST #10 - BRONX,321000010024,PS 24 SPUYTEN DUYVIL,42
06/30/2021,BRONX,321000010000,NYC GEOG DIST #10 - BRONX,321000010032,PS 32 BELMONT,57
06/30/2021,BRONX,321000010000,NYC GEOG DIST #10 - BRONX,321000010033,PS 33 TIMOTHY DWIGHT,85
06/30/2021,BRONX,321000010000,NYC GEOG DIST #10 - BRONX,321000010037,PS 37 MULTIPLE INTELLIGENCE SCHOOL,45
06/30/2021,BRONX,321000010000,NYC GEOG DIST #10 - BRONX,321000010045,THOMAS C GIORDANO MS 45,57
06/30/2021,BRONX,321000010000,NYC GEOG DIST #10 - BRONX,321000010046,PS 46 EDGAR ALLAN POE,101
06/30/2021,BRONX,321000010000,NYC GEOG DIST #10 - BRONX,321000010051,BRONX STEM AND ARTS ACADEMY (THE),11
06/30/2021,BRONX,321000010000,NYC GEOG DIST #10 - BRONX,321000010054,PS/IS 54,55
06/30/2021,BRONX,321000010000,NYC GEOG DIST #10 - BRONX,321000010056,PS 56 NORWOOD HEIGHTS,80
06/30/2021,BRONX,321000010000,NYC GEOG DIST #10 - BRONX,321000010059,PS 59 COMM SCHOOL OF TECHNOLOGY,45
06/30/2021,BRONX,321000010000,NYC GEOG DIST #10 - BRONX,321000010077,BEDFORD PARK ELEMENTARY SCHOOL,60
06/30/2021,BRONX,321000010000,NYC GEOG DIST #10 - BRONX,321000010080,JHS 80 MOSHOLU PARKWAY (THE),108
06/30/2021,BRONX,321000010000,NYC GEOG DIST #10 - BRONX,321000010081,PS 81 ROBERT J CHRISTEN,52
06/30/2021,BRONX,321000010000,NYC GEOG DIST #10 - BRONX,321000010085,PS 85 GREAT EXPECTATIONS,106
06/30/2021,BRONX,321000010000,NYC GEOG DIST #10 - BRONX,321000010086,PS 86 KINGSBRIDGE HEIGHTS,170
06/30/2021,BRONX,321000010000,NYC GEOG DIST #10 - BRONX,321000010091,PS 91,74
06/30/2021,BRONX,321000010000,NYC GEOG DIST #10 - BRONX,321000010094,PS 94 KINGS COLLEGE SCHOOL,122
06/30/2021,BRONX,321000010000,NYC GEOG DIST #10 - BRONX,321000010095,PS 95 SHEILA MENCHER,108
06/30/2021,BRONX,321000010000,NYC GEOG DIST #10 - BRONX,321000010118,JHS 118 WILLIAM W NILES,48
06/30/2021,BRONX,321000010000,NYC GEOG DIST #10 - BRONX,321000010159,PS 159 LUIS MUNOZ MARIN BILING,6
06/30/2021,BRONX,321000010000,NYC GEOG DIST #10 - BRONX,321000010205,PS 205 FIORELLO LAGUARDIA,98
06/30/2021,BRONX,321000010000,NYC GEOG DIST #10 - BRONX,321000010206,IS 206 ANN MERSEREAU,35
06/30/2021,BRONX,321000010000,NYC GEOG DIST #10 - BRONX,321000010207,PS 207,49
06/30/2021,BRONX,321000010000,NYC GEOG DIST #10 - BRONX,321000010209,PS 209,24
06/30/2021,BRONX,321000010000,NYC GEOG DIST #10 - BRONX,321000010225,THEATRE ARTS PROD COMPANY SCHOOL,12
06/30/2021,BRONX,321000010000,NYC GEOG DIST #10 - BRONX,321000010226,PS 226,53
06/30/2021,BRONX,321000010000,NYC GEOG DIST #10 - BRONX,321000010228,JONAS BRONCK ACADEMY,s
06/30/2021,BRONX,321000010000,NYC GEOG DIST #10 - BRONX,321000010244,NEW SCHOOL-LEADERSHIP & JOURNAL,75
06/30/2021,BRONX,321000010000,NYC GEOG DIST #10 - BRONX,321000010246,PS 246 POE CENTER,80
06/30/2021,BRONX,321000010000,NYC GEOG DIST #10 - BRONX,321000010254,IS 254,55
06/30/2021,BRONX,321000010000,NYC GEOG DIST #10 - BRONX,321000010279,PS 279 CAPT MANUEL RIVERA JR,101
06/30/2021,BRONX,321000010000,NYC GEOG DIST #10 - BRONX,321000010280,PS/MS 280 MOSHOLU PARKWAY,68
06/30/2021,BRONX,321000010000,NYC GEOG DIST #10 - BRONX,321000010291,PS 291,75
06/30/2021,BRONX,321000010000,NYC GEOG DIST #10 - BRONX,321000010306,PS 306,56
06/30/2021,BRONX,321000010000,NYC GEOG DIST #10 - BRONX,321000010307,LPF SCHOOL OF SCIENCE AND DISCOVERY,37
06/30/2021,BRONX,321000010000,NYC GEOG DIST #10 - BRONX,321000010308,BRONX DANCE ACADEMY SCHOOL,s
06/30/2021,BRONX,321000010000,NYC GEOG DIST #10 - BRONX,321000010310,PS 310 MARBLE HILL,66
06/30/2021,BRONX,321000010000,NYC GEOG DIST #10 - BRONX,321000010315,PS 315 LAB SCHOOL,s
06/30/2021,BRONX,321000010000,NYC GEOG DIST #10 - BRONX,321000010331,BRONX SCHOOL OF YOUNG LEADERS (THE),39
06/30/2021,BRONX,321000010000,NYC GEOG DIST #10 - BRONX,321000010340,PS 340,56
06/30/2021,BRONX,321000010000,NYC GEOG DIST #10 - BRONX,321000010344,AMPARK NEIGHBORHOOD,6
06/30/2021,BRONX,321000010000,NYC GEOG DIST #10 - BRONX,321000010360,PS 360,57
06/30/2021,BRONX,321000010000,NYC GEOG DIST #10 - BRONX,321000010363,ACAD-PERSONAL LDSHP AND EXCELLENCE,108
06/30/2021,BRONX,321000010000,NYC GEOG DIST #10 - BRONX,321000010368,IN-TECH ACADEMY (MS/HS 368),60
06/30/2021,BRONX,321000010000,NYC GEOG DIST #10 - BRONX,321000010382,"ELEM SCHOOL FOR MATH, SCIENCE, TECH",44
06/30/2021,BRONX,321000010000,NYC GEOG DIST #10 - BRONX,321000010386,SCHOOL FOR ENVIRONMENTAL CITIZENSHIP,41
06/30/2021,BRONX,321000010000,NYC GEOG DIST #10 - BRONX,321000010390,MS 390,76
06/30/2021,BRONX,321000010000,NYC GEOG DIST #10 - BRONX,321000010391,ANGELO PATRI MIDDLE SCHOOL (THE),70
06/30/2021,BRONX,321000010000,NYC GEOG DIST #10 - BRONX,321000010396,PS 396,25
06/30/2021,BRONX,321000010000,NYC GEOG DIST #10 - BRONX,321000010447,CRESTON ACADEMY,35
06/30/2021,BRONX,321000010000,NYC GEOG DIST #10 - BRONX,321000010666,PK - NYC GEO DIST # 10 - BRONX,10
06/30/2021,BRONX,321000010000,NYC GEOG DIST #10 - BRONX,321000010777,HB - NYC GEO DIST # 10 - BRONX,s
06/30/2021,BRONX,321000010000,NYC GEOG DIST #10 - BRONX,321000011141,RIVERDALE/KINGSBRIDGE (MS/HS 141),61
06/30/2021,BRONX,321000010000,NYC GEOG DIST #10 - BRONX,321000011213,BRONX ENG & TECH ACADEMY,24
06/30/2021,BRONX,321000010000,NYC GEOG DIST #10 - BRONX,321000011237,MARIE CURIE HIGH SCHOOL-NURSING,31
06/30/2021,BRONX,321000010000,NYC GEOG DIST #10 - BRONX,321000011243,WEST BRONX ACAD FOR THE FUTURE,13
06/30/2021,BRONX,321000010000,NYC GEOG DIST #10 - BRONX,321000011264,BRONX ACAD FOR SOFTWARE ENGINEERING,12
06/30/2021,BRONX,321000010000,NYC GEOG DIST #10 - BRONX,321000011268,KINGSBRIDGE INTERNATIONAL HS,224
06/30/2021,BRONX,321000010000,NYC GEOG DIST #10 - BRONX,321000011284,BRONX SCHOOL OF LAW & FINANCE,39
06/30/2021,BRONX,321000010000,NYC GEOG DIST #10 - BRONX,321000011319,PULSE HIGH SCHOOL,s
06/30/2021,BRONX,321000010000,NYC GEOG DIST #10 - BRONX,321000011342,INTERNATIONAL SCHOOL FOR LIBERAL ART,223
06/30/2021,BRONX,321000010000,NYC GEOG DIST #10 - BRONX,321000011351,BRONX COLLABORATIVE HIGH SCHOOL,35
06/30/2021,BRONX,321000010000,NYC GEOG DIST #10 - BRONX,321000011353,WORLD VIEW HIGH SCHOOL,83
06/30/2021,BRONX,321000010000,NYC GEOG DIST #10 - BRONX,321000011374,"KNOWLEDGE, POWER PREP ACAD INTER HS",15
06/30/2021,BRONX,321000010000,NYC GEOG DIST #10 - BRONX,321000011397,ENGLISH LANGUAGE LEARNERS-INTER SUPP,237
06/30/2021,BRONX,321000010000,NYC GEOG DIST #10 - BRONX,321000011433,HS FOR TEACHING AND PROFESSIONS,65
06/30/2021,BRONX,321000010000,NYC GEOG DIST #10 - BRONX,321000011434,BELMONT PREPARATORY HIGH SCHOOL,12
06/30/2021,BRONX,321000010000,NYC GEOG DIST #10 - BRONX,321000011437,FORDHAM HIGH SCHOOL FOR THE ARTS,7
06/30/2021,BRONX,321000010000,NYC GEOG DIST #10 - BRONX,321000011438,FORDHAM LEADERSHIP ACADEMY,18
06/30/2021,BRONX,321000010000,NYC GEOG DIST #10 - BRONX,321000011439,BRONX HIGH SCHOOL-LAW & COMM SVC,13
06/30/2021,BRONX,321000010000,NYC GEOG DIST #10 - BRONX,321000011440,DEWITT CLINTON HIGH SCHOOL,46
06/30/2021,BRONX,321000010000,NYC GEOG DIST #10 - BRONX,321000011442,CELIA CRUZ BRONX HS OF MUSIC (THE),8
06/30/2021,BRONX,321000010000,NYC GEOG DIST #10 - BRONX,321000011445,BRONX HIGH SCHOOL OF SCIENCE,10
06/30/2021,BRONX,321000010000,NYC GEOG DIST #10 - BRONX,321000011477,MARBLE HILL HS-INTRNTNL STUDIES,71
06/30/2021,BRONX,321000010000,NYC GEOG DIST #10 - BRONX,321000011524,CROTONA INTERNATIONAL HIGH SCHOOL,290
06/30/2021,BRONX,321000010000,NYC GEOG DIST #10 - BRONX,321000011546,BRONX THEATRE HIGH SCHOOL,13
06/30/2021,BRONX,321000010000,NYC GEOG DIST #10 - BRONX,321000011549,DISCOVERY HIGH SCHOOL,22
06/30/2021,BRONX,321000010000,NYC GEOG DIST #10 - BRONX,321000011565,HIGH SCHOOL FOR ENERGY AND TECHNOLOG,26
06/30/2021,BRONX,321000010000,NYC GEOG DIST #10 - BRONX,321000011696,HS AMER STUDIES AT LEHMAN COLL,s
06/30/2021,BRONX,321000860704,NEW VISIONS CHARTER HS-HUMANITIES,321000860704,NEW VISIONS CHARTER HS-HUMANITIES,23
06/30/2021,BRONX,321000860904,INTERNATIONAL LEADERSHIP CHARTER HIG,321000860904,INTERNATIONAL LEADERSHIP CHARTER HIG,16
06/30/2021,BRONX,321000860914,BRONX COMMUNITY CHARTER SCHOOL,321000860914,BRONX COMMUNITY CHARTER SCHOOL,15
06/30/2021,BRONX,321000860999,NEW VISIONS CHARTER HS-ADV MATH/SCIE,321000860999,NEW VISIONS CHARTER HS-ADV MATH/SCIE,15
06/30/2021,BRONX,321000861064,CHARTER HIGH SCHOOL-LAW AND SOCIAL,321000861064,CHARTER HIGH SCHOOL-LAW AND SOCIAL,34
06/30/2021,BRONX,321000861074,AMBER CHARTER SCHOOL KINGSBRIDGE,321000861074,AMBER CHARTER SCHOOL KINGSBRIDGE,17
06/30/2021,BRONX,321000861075,ATMOSPHERE ACADEMY PUBLIC CHARTER,321000861075,ATMOSPHERE ACADEMY PUBLIC CHARTER,22
06/30/2021,BRONX,321000861121,BRONX CHARTER SCH FOR EXCELLENCE 5,321000861121,BRONX CHARTER SCH FOR EXCELLENCE 5,14
06/30/2021,BRONX,321000861130,CARDINAL MCCLOSKEY COMMUNITY CHARTER,321000861130,CARDINAL MCCLOSKEY COMMUNITY CHARTER,14
06/30/2021,BRONX,321000861150,KIPP BRONX CHARTER SCHOOL II,321000861150,KIPP BRONX CHARTER SCHOOL II,7
06/30/2021,BRONX,321000861151,KIPP BRONX CHARTER SCHOOL III,321000861151,KIPP BRONX CHARTER SCHOOL III,9
06/30/2021,BRONX,321000861160,BRILLA CARITAS CHARTER SCHOOL,321000861160,BRILLA CARITAS CHARTER SCHOOL,5
06/30/2021,BRONX,321000861161,BRILLA PAX CHARTER SCHOOL,321000861161,BRILLA PAX CHARTER SCHOOL,9
06/30/2021,BRONX,321100010000,NYC GEOG DIST #11 - BRONX,321100010016,PS 16 WAKEFIELD,41
06/30/2021,BRONX,321100010000,NYC GEOG DIST #11 - BRONX,321100010019,PS 19 JUDITH K WEISS,35
06/30/2021,BRONX,321100010000,NYC GEOG DIST #11 - BRONX,321100010021,PS 21 PHILIP H SHERIDAN,64
06/30/2021,BRONX,321100010000,NYC GEOG DIST #11 - BRONX,321100010041,PS 41 GUN HILL ROAD,67
06/30/2021,BRONX,321100010000,NYC GEOG DIST #11 - BRONX,321100010068,PS 68,41
06/30/2021,BRONX,321100010000,NYC GEOG DIST #11 - BRONX,321100010076,PS 76 BENNINGTON SCHOOL (THE),71
06/30/2021,BRONX,321100010000,NYC GEOG DIST #11 - BRONX,321100010078,PS 78 ANNE HUTCHINSON,75
06/30/2021,BRONX,321100010000,NYC GEOG DIST #11 - BRONX,321100010083,PS 83 DONALD HERTZ,166
06/30/2021,BRONX,321100010000,NYC GEOG DIST #11 - BRONX,321100010087,PS 87,46
06/30/2021,BRONX,321100010000,NYC GEOG DIST #11 - BRONX,321100010089,PS 89,104
06/30/2021,BRONX,321100010000,NYC GEOG DIST #11 - BRONX,321100010096,PS 96 RICHARD RODGERS,55
06/30/2021,BRONX,321100010000,NYC GEOG DIST #11 - BRONX,321100010097,PS 97,31
06/30/2021,BRONX,321100010000,NYC GEOG DIST #11 - BRONX,321100010103,PS 103 HECTOR FONTANEZ,83
06/30/2021,BRONX,321100010000,NYC GEOG DIST #11 - BRONX,321100010105,PS 105 SEN ABRAHAM BERNSTEIN,130
06/30/2021,BRONX,321100010000,NYC GEOG DIST #11 - BRONX,321100010106,PS 106 PARKCHESTER,113
06/30/2021,BRONX,321100010000,NYC GEOG DIST #11 - BRONX,321100010108,PS 108 PHILIP J ABINANTI,53
06/30/2021,BRONX,321100010000,NYC GEOG DIST #11 - BRONX,321100010111,PS 111 SETON FALLS,39
06/30/2021,BRONX,321100010000,NYC GEOG DIST #11 - BRONX,321100010112,PS 112 BRONXWOOD,14
06/30/2021,BRONX,321100010000,NYC GEOG DIST #11 - BRONX,321100010121,PS 121 THROOP,49
06/30/2021,BRONX,321100010000,NYC GEOG DIST #11 - BRONX,321100010127,JHS 127 CASTLE HILL (THE),92
06/30/2021,BRONX,321100010000,NYC GEOG DIST #11 - BRONX,321100010144,JHS 144 MICHELANGELO,48
06/30/2021,BRONX,321100010000,NYC GEOG DIST #11 - BRONX,321100010153,PS 153 HELEN KELLER,29
06/30/2021,BRONX,321100010000,NYC GEOG DIST #11 - BRONX,321100010160,PS 160 WALT DISNEY,27
06/30/2021,BRONX,321100010000,NYC GEOG DIST #11 - BRONX,321100010169,BAYCHESTER ACADEMY,37
06/30/2021,BRONX,321100010000,NYC GEOG DIST #11 - BRONX,321100010175,PS 175 CITY ISLAND,8
06/30/2021,BRONX,321100010000,NYC GEOG DIST #11 - BRONX,321100010178,PS 178 DR SELMAN WAKSMAN,19
06/30/2021,BRONX,321100010000,NYC GEOG DIST #11 - BRONX,321100010180,MS 180 DR DANIEL HALE WILLIAMS,35
06/30/2021,BRONX,321100010000,NYC GEOG DIST #11 - BRONX,321100010181,IS 181 PABLO CASALS,37
06/30/2021,BRONX,321100010000,NYC GEOG DIST #11 - BRONX,321100010189,CORNERSTONE ACAD FOR SOCIAL ACTION,12
06/30/2021,BRONX,321100010000,NYC GEOG DIST #11 - BRONX,321100010194,PS/MS 194,141
06/30/2021,BRONX,321100010000,NYC GEOG DIST #11 - BRONX,321100010287,NORTH BRONX SCHOOL OF EMPOWERMENT,57
06/30/2021,BRONX,321100010000,NYC GEOG DIST #11 - BRONX,321100010326,BRONX GREEN MIDDLE SCHOOL,44
06/30/2021,BRONX,321100010000,NYC GEOG DIST #11 - BRONX,321100010355,BRONX ALLIANCE MIDDLE SCHOOL,24
06/30/2021,BRONX,321100010000,NYC GEOG DIST #11 - BRONX,321100010357,YOUNG VOICES ACADEMY-BRONX,33
06/30/2021,BRONX,321100010000,NYC GEOG DIST #11 - BRONX,321100010370,LEADERS OF TOMORROW,52
06/30/2021,BRONX,321100010000,NYC GEOG DIST #11 - BRONX,321100010462,CORNERSTONE ACAD-SOCIAL ACTION-MS,11
06/30/2021,BRONX,321100010000,NYC GEOG DIST #11 - BRONX,321100010468,PELHAM ACAD-ACADEMICS AND COMMUNITY,28
06/30/2021,BRONX,321100010000,NYC GEOG DIST #11 - BRONX,321100010481,STEAM BRIDGE SCHOOL (THE),40
06/30/2021,BRONX,321100010000,NYC GEOG DIST #11 - BRONX,321100010483,MATILDA AVENUE SCHOOL (THE),12
06/30/2021,BRONX,321100010000,NYC GEOG DIST #11 - BRONX,321100010498,PS/MS 498 VAN NEST ACADEMY,14
06/30/2021,BRONX,321100010000,NYC GEOG DIST #11 - BRONX,321100010529,ONE WORLD MS AT EDENWALD,19
06/30/2021,BRONX,321100010000,NYC GEOG DIST #11 - BRONX,321100010532,BAYCHESTER MIDDLE SCHOOL,28
06/30/2021,BRONX,321100010000,NYC GEOG DIST #11 - BRONX,321100010556,BRONX PARK MIDDLE SCHOOL,44
06/30/2021,BRONX,321100010000,NYC GEOG DIST #11 - BRONX,321100010566,PELHAM GARDENS MIDDLE SCHOOL,31
06/30/2021,BRONX,321100010000,NYC GEOG DIST #11 - BRONX,321100010567,LINDEN TREE ELEMENTARY SCHOOL,42
06/30/2021,BRONX,321100010000,NYC GEOG DIST #11 - BRONX,321100010666,PK - NYC GEO DIST # 11 - BRONX,s
06/30/2021,BRONX,321100010000,NYC GEOG DIST #11 - BRONX,321100011249,BRONX HEALTH SCIENCES HIGH SCHOOL,28
06/30/2021,BRONX,321100010000,NYC GEOG DIST #11 - BRONX,321100011253,BRONX HIGH SCH-WRITING & COMM ARTS,42
06/30/2021,BRONX,321100010000,NYC GEOG DIST #11 - BRONX,321100011265,BRONX LAB SCHOOL,22
